f0(bdist histogram: move <= 10, bdist <= 2)	f0(bdist histogram: move <= 10, bdist == 3)	f0(bdist histogram: move <= 10, bdist == 4)	f0(bdist histogram: move <= 10, bdist > 4)	f0(bdist histogram: 10 < move <= 64, bdist <= 2)	f0(bdist histogram: 10 < move <= 64, bdist == 3)	f0(bdist histogram: 10 < move <= 64, bdist == 4)	f0(bdist histogram: 10 < move <= 64, bdist > 4)	f0(bdist histogram: 64 < move <= 200, bdist <= 2)	f0(bdist histogram: 64 < move <= 200, bdist == 3)	f0(bdist histogram: 64 < move <= 200, bdist == 4)	f0(bdist histogram: 64 < move <= 200, bdist > 4)	f0(bdist histogram: move > 200, bdist <= 2)	f0(bdist histogram: move > 200, bdist == 3)	f0(bdist histogram: move > 200, bdist == 4)	f0(bdist histogram: move > 200, bdist > 4)	player strength	OSL name	OSL size	Image name
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	string	continuous	string
																class	meta	meta	meta
0.0909090909091	2.36363636364	2.45454545455	0.0909090909091	6.27272727273	6.81818181818	5.09090909091	8.81818181818	12.6363636364	8.81818181818	7.0	23.0	2.54545454545	0.454545454545	0.727272727273	1.18181818182	-5.0	kgs_wide 10 <= X <= 100, player kisume (6d)	11.0	strength: 6d
0.151515151515	3.21212121212	1.36363636364	0.272727272727	6.24242424242	7.78787878788	5.48484848485	7.48484848485	15.1515151515	8.24242424242	8.33333333333	25.5151515152	10.1212121212	1.39393939394	2.33333333333	6.54545454545	-5.0	kgs_wide 10 <= X <= 100, player eastwisdom (6d), subsampled to max 50	33.0	strength: 6d
0.0322580645161	2.83870967742	2.06451612903	0.0645161290323	5.74193548387	6.74193548387	5.09677419355	9.22580645161	16.4193548387	8.09677419355	7.22580645161	22.7096774194	6.67741935484	1.16129032258	1.35483870968	5.16129032258	-5.0	kgs_wide 10 <= X <= 100, player Iwish (6d), subsampled to max 50	31.0	strength: 6d
0.0833333333333	2.91666666667	1.83333333333	0.166666666667	6.0	7.08333333333	6.33333333333	6.33333333333	9.66666666667	6.33333333333	4.58333333333	15.0833333333	2.75	0.666666666667	0.5	1.75	-5.0	kgs_wide 10 <= X <= 100, player Im (6d)	12.0	strength: 6d
0.142857142857	2.80952380952	2.0	0.047619047619	6.28571428571	8.09523809524	4.7619047619	7.85714285714	13.6666666667	7.38095238095	7.04761904762	23.4285714286	6.04761904762	1.04761904762	2.09523809524	5.47619047619	-5.0	kgs_wide 10 <= X <= 100, player Seadog (6d)	21.0	strength: 6d
0.0645161290323	1.83870967742	2.45161290323	0.645161290323	6.58064516129	8.32258064516	5.48387096774	6.61290322581	16.9677419355	8.06451612903	8.22580645161	28.0967741935	7.74193548387	1.61290322581	1.8064516129	6.64516129032	-5.0	kgs_wide 10 <= X <= 100, player shimamura (6d)	31.0	strength: 6d
0.0	2.33333333333	2.58333333333	0.0833333333333	4.16666666667	8.41666666667	6.66666666667	7.16666666667	9.91666666667	7.5	6.0	19.9166666667	0.5	0.166666666667	0.0	0.5	-5.0	kgs_wide 10 <= X <= 100, player go1d (6d)	12.0	strength: 6d
0.0	3.07692307692	1.92307692308	0.0	8.38461538462	7.61538461538	5.30769230769	5.69230769231	14.3076923077	8.76923076923	6.92307692308	28.9230769231	6.53846153846	2.0	1.69230769231	4.53846153846	-5.0	kgs_wide 10 <= X <= 100, player wizardlich (6d)	13.0	strength: 6d
0.102564102564	3.07692307692	1.74358974359	0.0769230769231	6.10256410256	8.30769230769	5.30769230769	6.69230769231	14.2051282051	6.76923076923	6.64102564103	21.4871794872	4.71794871795	0.974358974359	1.35897435897	4.92307692308	-5.0	kgs_wide 10 <= X <= 100, player mi5103kann (6d)	39.0	strength: 6d
0.0	2.16666666667	2.75	0.0833333333333	5.33333333333	7.83333333333	5.41666666667	8.41666666667	16.5	10.25	9.0	28.8333333333	6.08333333333	1.91666666667	1.41666666667	6.66666666667	-5.0	kgs_wide 10 <= X <= 100, player softy (6d), subsampled to max 50	12.0	strength: 6d
0.277777777778	3.0	1.61111111111	0.111111111111	6.11111111111	7.77777777778	5.05555555556	6.66666666667	12.4444444444	6.97222222222	6.19444444444	22.5	4.02777777778	0.888888888889	1.16666666667	3.22222222222	-5.0	kgs_wide 10 <= X <= 100, player forgotten (6d)	36.0	strength: 6d
0.04	2.6	2.28	0.08	5.36	7.8	5.68	7.08	15.16	9.48	8.72	25.36	7.88	2.04	1.88	5.92	-5.0	kgs_wide 10 <= X <= 100, player sjun (6d)	25.0	strength: 6d
0.260869565217	1.52173913043	2.78260869565	0.434782608696	5.30434782609	7.39130434783	5.52173913043	8.78260869565	14.1739130435	8.47826086957	9.04347826087	30.4782608696	10.7391304348	2.91304347826	2.5652173913	7.26086956522	-5.0	kgs_wide 10 <= X <= 100, player AndrewTao (6d)	23.0	strength: 6d
0.153846153846	2.23076923077	2.30769230769	0.307692307692	5.23076923077	8.15384615385	4.46153846154	8.92307692308	11.5384615385	7.38461538462	6.30769230769	19.7692307692	2.07692307692	0.153846153846	0.230769230769	1.0	-5.0	kgs_wide 10 <= X <= 100, player ben000 (6d)	13.0	strength: 6d
0.0714285714286	2.78571428571	2.14285714286	0.0	5.42857142857	6.64285714286	5.28571428571	9.07142857143	15.6428571429	9.57142857143	7.28571428571	24.3571428571	7.85714285714	1.07142857143	1.5	6.57142857143	-5.0	kgs_wide 10 <= X <= 100, player j4 (6d)	14.0	strength: 6d
0.0888888888889	2.44444444444	2.13333333333	0.333333333333	5.8	6.42222222222	5.08888888889	9.53333333333	12.4888888889	8.08888888889	6.75555555556	21.3777777778	5.64444444444	1.15555555556	1.31111111111	4.04444444444	-5.0	kgs_wide 10 <= X <= 100, player boatlord (6d), subsampled to max 50	45.0	strength: 6d
0.0	2.31818181818	2.68181818182	0.0	5.81818181818	8.36363636364	5.0	6.95454545455	11.9545454545	6.40909090909	6.45454545455	24.2727272727	5.04545454545	0.863636363636	1.27272727273	5.77272727273	-5.0	kgs_wide 10 <= X <= 100, player JKC (6d)	22.0	strength: 6d
0.2	3.3	1.325	0.175	6.075	6.075	5.875	8.775	14.75	9.525	7.75	25.675	9.625	2.325	2.35	6.2	-5.0	kgs_wide 10 <= X <= 100, player foxy (6d)	40.0	strength: 6d
0.166666666667	3.5	1.16666666667	0.166666666667	5.58333333333	5.58333333333	6.58333333333	7.41666666667	12.8333333333	8.08333333333	6.75	22.8333333333	12.0	3.16666666667	2.75	6.66666666667	-5.0	kgs_wide 10 <= X <= 100, player roln111 (6d)	12.0	strength: 6d
0.2	2.72	1.96	0.12	5.4	7.76	5.6	8.24	16.52	9.28	7.6	27.44	12.08	1.84	2.6	8.76	-5.0	kgs_wide 10 <= X <= 100, player ErgoProxy (6d)	25.0	strength: 6d
0.0666666666667	2.4	2.46666666667	0.0666666666667	5.46666666667	8.6	5.0	7.93333333333	15.2	9.0	8.06666666667	29.2666666667	5.93333333333	1.13333333333	1.66666666667	4.13333333333	-5.0	kgs_wide 10 <= X <= 100, player killerGo (6d)	15.0	strength: 6d
0.117647058824	2.41176470588	2.17647058824	0.294117647059	5.94117647059	8.61764705882	5.44117647059	7.0	13.2647058824	7.05882352941	6.94117647059	26.2352941176	6.67647058824	1.26470588235	1.64705882353	4.79411764706	-5.0	kgs_wide 10 <= X <= 100, player koram (6d), subsampled to max 50	34.0	strength: 6d
0.166666666667	2.5	2.16666666667	0.166666666667	5.14285714286	7.90476190476	6.42857142857	7.52380952381	14.6666666667	9.88095238095	8.09523809524	25.9047619048	7.07142857143	1.92857142857	1.59523809524	4.92857142857	-5.0	kgs_wide 10 <= X <= 100, player Neufx9 (6d)	42.0	strength: 6d
0.142857142857	2.78571428571	2.0	0.0714285714286	5.0	9.71428571429	5.78571428571	6.5	13.1428571429	8.14285714286	8.28571428571	32.0	5.71428571429	1.14285714286	1.28571428571	4.07142857143	-5.0	kgs_wide 10 <= X <= 100, player Cornel (6d)	14.0	strength: 6d
0.0625	2.8125	1.6875	0.4375	6.0	7.75	4.6875	7.9375	11.875	7.125	7.75	22.3125	6.75	1.8125	1.9375	6.0	-5.0	kgs_wide 10 <= X <= 100, player almost (6d)	16.0	strength: 6d
0.214285714286	2.78571428571	2.0	0.0	6.64285714286	8.0	4.71428571429	7.64285714286	14.0	7.85714285714	6.78571428571	19.9285714286	8.28571428571	1.71428571429	1.28571428571	5.42857142857	-5.0	kgs_wide 10 <= X <= 100, player lwhite (6d)	14.0	strength: 6d
0.232558139535	3.97674418605	0.627906976744	0.162790697674	5.6976744186	7.79069767442	5.93023255814	6.60465116279	12.7441860465	7.16279069767	7.3023255814	24.7906976744	4.76744186047	0.93023255814	1.27906976744	4.13953488372	-5.0	kgs_wide 10 <= X <= 100, player Galle (6d)	43.0	strength: 6d
0.0952380952381	2.85714285714	2.0	0.047619047619	5.19047619048	8.66666666667	5.33333333333	7.80952380952	14.9047619048	9.2380952381	8.14285714286	28.8095238095	8.57142857143	2.85714285714	2.33333333333	7.19047619048	-5.0	kgs_wide 10 <= X <= 100, player loveHER (6d), subsampled to max 50	21.0	strength: 6d
0.166666666667	3.14285714286	1.61904761905	0.0714285714286	6.64285714286	7.35714285714	5.59523809524	7.40476190476	13.4761904762	6.7380952381	6.95238095238	22.1904761905	5.04761904762	1.0	1.09523809524	4.30952380952	-5.0	kgs_wide 10 <= X <= 100, player turc (6d)	42.0	strength: 6d
0.1	3.5	1.1	0.3	4.9	7.33333333333	5.03333333333	9.5	14.2666666667	7.73333333333	7.6	21.6333333333	8.16666666667	1.13333333333	1.53333333333	5.93333333333	-5.0	kgs_wide 10 <= X <= 100, player itameshi (6d)	30.0	strength: 6d
0.104166666667	1.83333333333	2.875	0.1875	5.1875	7.02083333333	4.6875	10.1041666667	16.2708333333	10.1666666667	9.0	27.2708333333	8.85416666667	2.60416666667	2.5625	7.125	-5.0	kgs_wide 10 <= X <= 100, player Dcugel (6d), subsampled to max 50	48.0	strength: 6d
0.151515151515	3.21212121212	1.51515151515	0.121212121212	6.36363636364	8.21212121212	5.81818181818	6.60606060606	16.696969697	8.57575757576	8.84848484848	28.6363636364	9.45454545455	1.84848484848	1.87878787879	8.24242424242	-5.0	kgs_wide 10 <= X <= 100, player Lukan (6d), subsampled to max 50	33.0	strength: 6d
0.0769230769231	2.46153846154	2.25641025641	0.205128205128	5.35897435897	8.23076923077	5.84615384615	7.5641025641	17.5128205128	8.76923076923	8.41025641026	24.7179487179	6.92307692308	1.61538461538	1.92307692308	6.79487179487	-5.0	kgs_wide 10 <= X <= 100, player shiryuu (6d), subsampled to max 50	39.0	strength: 6d
0.0769230769231	2.15384615385	2.30769230769	0.461538461538	6.61538461538	7.69230769231	5.76923076923	6.92307692308	13.0	7.76923076923	6.0	26.4615384615	7.23076923077	1.76923076923	2.07692307692	5.46153846154	-5.0	kgs_wide 10 <= X <= 100, player Nighthawk (6d)	13.0	strength: 6d
0.170731707317	2.31707317073	2.31707317073	0.19512195122	5.90243902439	7.75609756098	4.90243902439	8.43902439024	16.5365853659	9.53658536585	8.24390243902	24.8292682927	7.92682926829	1.63414634146	2.24390243902	5.9512195122	-5.0	kgs_wide 10 <= X <= 100, player twoeye (6d)	41.0	strength: 6d
0.272727272727	2.90909090909	1.63636363636	0.181818181818	5.54545454545	6.54545454545	4.63636363636	7.36363636364	11.4545454545	6.81818181818	5.27272727273	22.4545454545	3.81818181818	1.18181818182	1.09090909091	5.27272727273	-5.0	kgs_wide 10 <= X <= 100, player benandiand (6d), subsampled to max 50	11.0	strength: 6d
0.117647058824	3.35294117647	1.41176470588	0.117647058824	5.58823529412	7.94117647059	5.52941176471	7.94117647059	15.1764705882	10.0588235294	8.41176470588	27.4705882353	8.05882352941	1.82352941176	2.05882352941	8.17647058824	-5.0	kgs_wide 10 <= X <= 100, player ricubon (6d)	17.0	strength: 6d
0.0	3.79166666667	0.958333333333	0.25	5.66666666667	7.08333333333	5.125	9.125	18.8333333333	10.875	8.95833333333	29.3333333333	15.875	3.70833333333	4.125	12.9166666667	-5.0	kgs_wide 10 <= X <= 100, player banana02 (6d)	24.0	strength: 6d
0.210526315789	2.73684210526	1.94736842105	0.105263157895	6.84210526316	7.47368421053	5.26315789474	7.0	12.6842105263	7.78947368421	7.31578947368	20.9473684211	4.89473684211	1.15789473684	0.947368421053	4.36842105263	-5.0	kgs_wide 10 <= X <= 100, player TheQ (6d)	19.0	strength: 6d
0.153846153846	2.79487179487	1.94871794872	0.102564102564	5.15384615385	7.51282051282	4.97435897436	8.89743589744	14.6666666667	8.23076923077	7.02564102564	23.4102564103	5.41025641026	1.05128205128	1.48717948718	4.74358974359	-5.0	kgs_wide 10 <= X <= 100, player GodofGo (6d)	39.0	strength: 6d
0.093023255814	2.88372093023	1.83720930233	0.186046511628	5.51162790698	7.13953488372	6.02325581395	8.3023255814	14.8139534884	8.53488372093	7.27906976744	23.3488372093	9.25581395349	2.20930232558	2.13953488372	6.20930232558	-5.0	kgs_wide 10 <= X <= 100, player biped (6d)	43.0	strength: 6d
0.105263157895	2.15789473684	2.26315789474	0.473684210526	4.73684210526	6.05263157895	5.63157894737	10.5789473684	18.4210526316	10.4210526316	8.57894736842	28.6842105263	8.68421052632	2.63157894737	2.47368421053	6.94736842105	-5.0	kgs_wide 10 <= X <= 100, player podo (6d)	19.0	strength: 6d
0.0	2.23076923077	2.30769230769	0.461538461538	5.0	7.38461538462	4.69230769231	9.92307692308	13.6153846154	8.76923076923	8.69230769231	24.4615384615	5.92307692308	1.30769230769	1.30769230769	5.15384615385	-5.0	kgs_wide 10 <= X <= 100, player donkeyO (6d)	13.0	strength: 6d
0.0	2.66666666667	1.94444444444	0.388888888889	5.55555555556	8.27777777778	5.38888888889	7.77777777778	14.5	6.94444444444	7.77777777778	26.6666666667	4.27777777778	0.833333333333	1.22222222222	3.88888888889	-5.0	kgs_wide 10 <= X <= 100, player okao (6d)	18.0	strength: 6d
